CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2021,CA-609,Asian or Asian American,In_Combination,35
2021,CA-609,"Black, African American or African",Alone,2832
2021,CA-609,"Black, African American or African",In_Combination,376
2021,CA-609,Hispanic/Latina/e/o,Alone,108
2021,CA-609,Hispanic/Latina/e/o,In_Combination,3051
2021,CA-609,Native Hawaiian or Pacific Islander,Alone,43
2021,CA-609,Native Hawaiian or Pacific Islander,In_Combination,57
2021,CA-609,White,Alone,1762
2021,CA-609,White,In_Combination,2794
2021,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,14
2021,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,73
2021,CA-611,Asian or Asian American,Alone,21
2021,CA-611,Asian or Asian American,In_Combination,*
2021,CA-611,"Black, African American or African",Alone,140
2021,CA-611,"Black, African American or African",In_Combination,44
2021,CA-611,Hispanic/Latina/e/o,Alone,42
2021,CA-611,Hispanic/Latina/e/o,In_Combination,1009
2021,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-611,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-611,White,Alone,1007
2021,CA-611,White,In_Combination,1024
2021,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,14
2021,CA-612,Asian or Asian American,Alone,15
2021,CA-612,Asian or Asian American,In_Combination,*
2021,CA-612,"Black, African American or African",Alone,179
2021,CA-612,"Black, African American or African",In_Combination,23
2021,CA-612,Hispanic/Latina/e/o,Alone,*
2021,CA-612,Hispanic/Latina/e/o,In_Combination,213
2021,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-612,White,Alone,174
2021,CA-612,White,In_Combination,214
2021,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,11
2021,CA-613,Asian or Asian American,Alone,*
2021,CA-613,Asian or Asian American,In_Combination,*
2021,CA-613,"Black, African American or African",Alone,81
2021,CA-613,"Black, African American or African",In_Combination,37
2021,CA-613,Hispanic/Latina/e/o,Alone,79
2021,CA-613,Hispanic/Latina/e/o,In_Combination,1188
2021,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-613,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-613,White,Alone,163
2021,CA-613,White,In_Combination,1155
2021,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,31
2021,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,115
2021,CA-614,Asian or Asian American,Alone,*
2021,CA-614,Asian or Asian American,In_Combination,14
2021,CA-614,"Black, African American or African",Alone,93
2021,CA-614,"Black, African American or African",In_Combination,63
2021,CA-614,Hispanic/Latina/e/o,Alone,155
2021,CA-614,Hispanic/Latina/e/o,In_Combination,645
2021,CA-614,Native Hawaiian or Pacific Islander,Alone,11
2021,CA-614,Native Hawaiian or Pacific Islander,In_Combination,13
2021,CA-614,White,Alone,1142
2021,CA-614,White,In_Combination,654
2022,All,"American Indian, Alaska Native, or Indigenous",Alone,3637
2022,All,"American Indian, Alaska Native, or Indigenous",In_Combination,11956
2022,All,Asian or Asian American,Alone,5432
2022,All,Asian or Asian American,In_Combination,2411
2022,All,"Black, African American or African",Alone,78831
2022,All,"Black, African American or African",In_Combination,11921
2022,All,Hispanic/Latina/e/o,Alone,11885
2022,All,Hispanic/Latina/e/o,In_Combination,98431
2022,All,Native Hawaiian or Pacific Islander,Alone,2770
2022,All,Native Hawaiian or Pacific Islander,In_Combination,2974
2022,All,White,Alone,85515
2022,All,White,In_Combination,92060
2022,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,191
2022,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,1271
2022,CA-500,Asian or Asian American,Alone,764
2022,CA-500,Asian or Asian American,In_Combination,233
2022,CA-500,"Black, African American or African",Alone,1747
2022,CA-500,"Black, African American or African",In_Combination,593
2022,CA-500,Hispanic/Latina/e/o,Alone,813
2022,CA-500,Hispanic/Latina/e/o,In_Combination,6955
2022,CA-500,Native Hawaiian or Pacific Islander,Alone,215
2022,CA-500,Native Hawaiian or Pacific Islander,In_Combination,251
2022,CA-500,White,Alone,2885
2022,CA-500,White,In_Combination,6069
2022,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,308
2022,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,1221
2022,CA-501,Asian or Asian American,Alone,675
2022,CA-501,Asian or Asian American,In_Combination,273
2022,CA-501,"Black, African American or African",Alone,6507
2022,CA-501,"Black, African American or African",In_Combination,1175
2022,CA-501,Hispanic/Latina/e/o,Alone,1015
2022,CA-501,Hispanic/Latina/e/o,In_Combination,3867
2022,CA-501,Native Hawaiian or Pacific Islander,Alone,371
2022,CA-501,Native Hawaiian or Pacific Islander,In_Combination,329
2022,CA-501,White,Alone,4266
2022,CA-501,White,In_Combination,2975
2022,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,157
2022,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,688
2022,CA-502,Asian or Asian American,Alone,334
2022,CA-502,Asian or Asian American,In_Combination,158
2022,CA-502,"Black, African American or African",Alone,5974
2022,CA-502,"Black, African American or African",In_Combination,760
2022,CA-502,Hispanic/Latina/e/o,Alone,182
2022,CA-502,Hispanic/Latina/e/o,In_Combination,2143
2022,CA-502,Native Hawaiian or Pacific Islander,Alone,143
2022,CA-502,Native Hawaiian or Pacific Islander,In_Combination,199
2022,CA-502,White,Alone,2214
2022,CA-502,White,In_Combination,1799
2022,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,148
2022,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,484
2022,CA-503,Asian or Asian American,Alone,155
2022,CA-503,Asian or Asian American,In_Combination,142
2022,CA-503,"Black, African American or African",Alone,4573
2022,CA-503,"Black, African American or African",In_Combination,1030
2022,CA-503,Hispanic/Latina/e/o,Alone,253
2022,CA-503,Hispanic/Latina/e/o,In_Combination,2101
2022,CA-503,Native Hawaiian or Pacific Islander,Alone,152
2022,CA-503,Native Hawaiian or Pacific Islander,In_Combination,141
2022,CA-503,White,Alone,3454
2022,CA-503,White,In_Combination,2071
2022,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,93
2022,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,285
2022,CA-504,Asian or Asian American,Alone,27
2022,CA-504,Asian or Asian American,In_Combination,15
2022,CA-504,"Black, African American or African",Alone,193
2022,CA-504,"Black, African American or African",In_Combination,74
2022,CA-504,Hispanic/Latina/e/o,Alone,97
2022,CA-504,Hispanic/Latina/e/o,In_Combination,621
2022,CA-504,Native Hawaiian or Pacific Islander,Alone,21
2022,CA-504,Native Hawaiian or Pacific Islander,In_Combination,33
2022,CA-504,White,Alone,1404
2022,CA-504,White,In_Combination,503
2022,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,82
2022,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,632
2022,CA-505,Asian or Asian American,Alone,111
2022,CA-505,Asian or Asian American,In_Combination,85
2022,CA-505,"Black, African American or African",Alone,2357
2022,CA-505,"Black, African American or African",In_Combination,364
2022,CA-505,Hispanic/Latina/e/o,Alone,38
2022,CA-505,Hispanic/Latina/e/o,In_Combination,1274
2022,CA-505,Native Hawaiian or Pacific Islander,Alone,78
2022,CA-505,Native Hawaiian or Pacific Islander,In_Combination,98
2022,CA-505,White,Alone,2087
2022,CA-505,White,In_Combination,857
2022,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,29
2022,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,116
2022,CA-506,Asian or Asian American,Alone,29
2022,CA-506,Asian or Asian American,In_Combination,34
2022,CA-506,"Black, African American or African",Alone,186
2022,CA-506,"Black, African American or African",In_Combination,97
2022,CA-506,Hispanic/Latina/e/o,Alone,109
2022,CA-506,Hispanic/Latina/e/o,In_Combination,1566
2022,CA-506,Native Hawaiian or Pacific Islander,Alone,23
2022,CA-506,Native Hawaiian or Pacific Islander,In_Combination,37
2022,CA-506,White,Alone,715
2022,CA-506,White,In_Combination,1495
2022,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,24
2022,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,101
2022,CA-507,Asian or Asian American,Alone,28
2022,CA-507,Asian or Asian American,In_Combination,11
2022,CA-507,"Black, African American or African",Alone,380
2022,CA-507,"Black, African American or African",In_Combination,88
2022,CA-507,Hispanic/Latina/e/o,Alone,95
2022,CA-507,Hispanic/Latina/e/o,In_Combination,382
2022,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-507,Native Hawaiian or Pacific Islander,In_Combination,11
2022,CA-507,White,Alone,803
2022,CA-507,White,In_Combination,325
2022,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,33
2022,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,177
2022,CA-508,Asian or Asian American,Alone,*
2022,CA-508,Asian or Asian American,In_Combination,16
2022,CA-508,"Black, African American or African",Alone,83
2022,CA-508,"Black, African American or African",In_Combination,34
2022,CA-508,Hispanic/Latina/e/o,Alone,59
2022,CA-508,Hispanic/Latina/e/o,In_Combination,812
2022,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-508,Native Hawaiian or Pacific Islander,In_Combination,21
2022,CA-508,White,Alone,751
2022,CA-508,White,In_Combination,715
2022,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,157
2022,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,149
2022,CA-509,Asian or Asian American,Alone,*
2022,CA-509,Asian or Asian American,In_Combination,*
2022,CA-509,"Black, African American or African",Alone,42
2022,CA-509,"Black, African American or African",In_Combination,30
2022,CA-509,Hispanic/Latina/e/o,Alone,*
2022,CA-509,Hispanic/Latina/e/o,In_Combination,301
2022,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-509,Native Hawaiian or Pacific Islander,In_Combination,16
2022,CA-509,White,Alone,988
2022,CA-509,White,In_Combination,315
2022,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,80
2022,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,411
2022,CA-510,Asian or Asian American,Alone,64
2022,CA-510,Asian or Asian American,In_Combination,104
2022,CA-510,"Black, African American or African",Alone,689
2022,CA-510,"Black, African American or African",In_Combination,352
2022,CA-510,Hispanic/Latina/e/o,Alone,223
2022,CA-510,Hispanic/Latina/e/o,In_Combination,2244
2022,CA-510,Native Hawaiian or Pacific Islander,Alone,57
2022,CA-510,Native Hawaiian or Pacific Islander,In_Combination,129
2022,CA-510,White,Alone,2558
2022,CA-510,White,In_Combination,2245
2022,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,57
2022,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,261
2022,CA-511,Asian or Asian American,Alone,257
2022,CA-511,Asian or Asian American,In_Combination,188
2022,CA-511,"Black, African American or African",Alone,2827
2022,CA-511,"Black, African American or African",In_Combination,578
2022,CA-511,Hispanic/Latina/e/o,Alone,300
2022,CA-511,Hispanic/Latina/e/o,In_Combination,2847
2022,CA-511,Native Hawaiian or Pacific Islander,Alone,67
2022,CA-511,Native Hawaiian or Pacific Islander,In_Combination,143
2022,CA-511,White,Alone,2025
2022,CA-511,White,In_Combination,2931
2022,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,46
2022,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,252
2022,CA-512,Asian or Asian American,Alone,226
2022,CA-512,Asian or Asian American,In_Combination,64
2022,CA-512,"Black, African American or African",Alone,863
2022,CA-512,"Black, African American or African",In_Combination,139
2022,CA-512,Hispanic/Latina/e/o,Alone,77
2022,CA-512,Hispanic/Latina/e/o,In_Combination,1781
2022,CA-512,Native Hawaiian or Pacific Islander,Alone,373
2022,CA-512,Native Hawaiian or Pacific Islander,In_Combination,60
2022,CA-512,White,Alone,1580
2022,CA-512,White,In_Combination,1614
2022,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,82
2022,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,172
2022,CA-513,Asian or Asian American,Alone,17
2022,CA-513,Asian or Asian American,In_Combination,*
2022,CA-513,"Black, African American or African",Alone,424
2022,CA-513,"Black, African American or African",In_Combination,107
2022,CA-513,Hispanic/Latina/e/o,Alone,78
2022,CA-513,Hispanic/Latina/e/o,In_Combination,2248
2022,CA-513,Native Hawaiian or Pacific Islander,Alone,21
2022,CA-513,Native Hawaiian or Pacific Islander,In_Combination,28
2022,CA-513,White,Alone,1220
2022,CA-513,White,In_Combination,2094
2022,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,183
2022,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,375
2022,CA-514,Asian or Asian American,Alone,223
2022,CA-514,Asian or Asian American,In_Combination,32
2022,CA-514,"Black, African American or African",Alone,1546
2022,CA-514,"Black, African American or African",In_Combination,242
2022,CA-514,Hispanic/Latina/e/o,Alone,292
2022,CA-514,Hispanic/Latina/e/o,In_Combination,3462
2022,CA-514,Native Hawaiian or Pacific Islander,Alone,34
2022,CA-514,Native Hawaiian or Pacific Islander,In_Combination,50
2022,CA-514,White,Alone,2058
2022,CA-514,White,In_Combination,3229
2022,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,56
2022,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,137
2022,CA-515,Asian or Asian American,Alone,28
2022,CA-515,Asian or Asian American,In_Combination,45
2022,CA-515,"Black, African American or African",Alone,223
2022,CA-515,"Black, African American or African",In_Combination,90
2022,CA-515,Hispanic/Latina/e/o,Alone,40
2022,CA-515,Hispanic/Latina/e/o,In_Combination,415
2022,CA-515,Native Hawaiian or Pacific Islander,Alone,25
2022,CA-515,Native Hawaiian or Pacific Islander,In_Combination,34
2022,CA-515,White,Alone,1516
2022,CA-515,White,In_Combination,439
2022,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,77
2022,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,264
2022,CA-516,Asian or Asian American,Alone,13
2022,CA-516,Asian or Asian American,In_Combination,15
2022,CA-516,"Black, African American or African",Alone,56
2022,CA-516,"Black, African American or African",In_Combination,59
2022,CA-516,Hispanic/Latina/e/o,Alone,20
2022,CA-516,Hispanic/Latina/e/o,In_Combination,219
2022,CA-516,Native Hawaiian or Pacific Islander,Alone,11
2022,CA-516,Native Hawaiian or Pacific Islander,In_Combination,38
2022,CA-516,White,Alone,1449
2022,CA-516,White,In_Combination,430
2022,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,23
2022,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,103
2022,CA-517,Asian or Asian American,Alone,14
2022,CA-517,Asian or Asian American,In_Combination,*
2022,CA-517,"Black, African American or African",Alone,58
2022,CA-517,"Black, African American or African",In_Combination,26
2022,CA-517,Hispanic/Latina/e/o,Alone,12
2022,CA-517,Hispanic/Latina/e/o,In_Combination,329
2022,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-517,White,Alone,456
2022,CA-517,White,In_Combination,279
2022,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,15
2022,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,94
2022,CA-518,Asian or Asian American,Alone,24
2022,CA-518,Asian or Asian American,In_Combination,15
2022,CA-518,"Black, African American or African",Alone,506
2022,CA-518,"Black, African American or African",In_Combination,110
2022,CA-518,Hispanic/Latina/e/o,Alone,13
2022,CA-518,Hispanic/Latina/e/o,In_Combination,214
2022,CA-518,Native Hawaiian or Pacific Islander,Alone,15
